# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Jul 27 09:27:49 2018
#
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i)Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i)Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i)Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
#
loc_rowid,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim
1786,,,,,,,,,5965.00,147.55,-160.68,0,1.12,0.27,-0.12,0
1787,,,,,,,,,6541.00,230.55,-190.33,0,1.63,0.65,-0.32,0
1788,,,,,,,,,5820.00,71.05,-62.23,0,1.31,0.29,-0.26,0
1789,,,,,,,,,5655.00,76.91,-64.04,0,0.90,0.11,-0.07,0
1790,0.184000,,,0,,,,,5381.00,100.00,-100.00,0,0.95,0.14,-0.14,0
1791,0.281000,,,0,,,,,5381.00,100.00,-100.00,0,0.95,0.14,-0.14,0
1792,0.571000,,,0,,,,,5381.00,100.00,-100.00,0,0.95,0.14,-0.14,0
1793,,,,,,,,,5515.00,193.53,-190.47,0,0.87,0.11,-0.07,0
1794,,,,,,,,,5728.00,84.52,-115.34,0,0.99,0.22,-0.08,0
1795,,,,,,,,,4712.00,54.27,-72.63,0,0.72,0.02,-0.03,0
1796,,,,,,,,,5863.00,78.69,-82.85,0,1.29,0.24,-0.20,0
1797,,,,,,,,,5659.00,86.94,-107.31,0,0.94,0.13,-0.07,0
1798,,,,,,,,,5831.00,90.97,-139.38,0,1.04,0.25,-0.10,0
1799,,,,,,,,,6182.00,140.35,-206.60,0,1.27,0.52,-0.20,0
1800,,,,,,,,,5675.00,159.75,-169.00,0,0.95,0.16,-0.08,0
1801,,,,,,,,,5256.00,60.36,-58.16,0,0.81,0.05,-0.04,0
1802,,,,,,,,,5097.00,77.02,-92.24,0,0.78,0.04,-0.04,0
1803,0.057140,0.000860,-0.000930,0,0.66000,0.08000,-0.09000,0,5515.00,122.00,-130.00,0,0.99,0.06,-0.07,0
1804,0.044000,,,0,,,,,5560.00,100.00,-100.00,0,0.94,0.14,-0.14,0
1805,0.073000,,,0,,,,,5560.00,100.00,-100.00,0,0.94,0.14,-0.14,0
1806,0.104000,,,0,,,,,5560.00,100.00,-100.00,0,0.94,0.14,-0.14,0
1807,0.189000,,,0,,,,,5560.00,100.00,-100.00,0,0.94,0.14,-0.14,0
1808,1.240000,0.290000,-0.450000,0,,,,,5560.00,100.00,-100.00,0,0.94,0.14,-0.14,0
1809,,,,,,,,,5845.00,122.09,-140.57,0,1.00,0.18,-0.10,0
1810,,,,,,,,,6229.00,111.62,-123.73,0,1.30,0.54,-0.18,0
1811,,,,,,,,,6666.00,321.18,-272.08,0,1.72,0.61,-0.33,0
1812,,,,,,,,,5069.00,95.03,-73.98,0,0.74,0.05,-0.07,0
1813,,,,,,,,,5393.00,102.27,-78.86,0,0.81,0.08,-0.07,0
1814,,,,,,,,,5686.00,65.36,-53.94,0,0.86,0.02,-0.03,0
1815,,,,,,,,,5676.00,104.55,-89.59,0,0.93,0.12,-0.07,0
1816,,,,,,,,,5410.00,63.43,-70.14,0,0.85,0.09,-0.06,0
1817,,,,,,,,,6158.00,294.77,-280.41,0,1.22,0.48,-0.23,0
1818,,,,,,,,,5780.00,69.62,-80.25,0,0.99,0.16,-0.08,0
1819,0.116000,,,0,,,,,5460.00,200.00,-200.00,0,0.83,0.41,-0.41,0
1820,0.160000,,,0,,,,,5460.00,200.00,-200.00,0,0.83,0.41,-0.41,0
1821,,,,,,,,,6200.00,177.72,-224.25,0,1.28,0.46,-0.20,0
1822,,,,,,,,,6064.00,72.72,-86.89,0,1.29,0.53,-0.18,0
1823,,,,,,,,,4372.00,59.14,-63.70,0,0.67,0.02,-0.06,0
1824,,,,,,,,,5617.00,176.78,-124.96,0,0.97,0.16,-0.08,0
1825,,,,,,,,,6251.00,81.98,-87.80,0,1.22,0.06,-0.05,0
1826,,,,,,,,,6511.00,94.24,-81.34,0,1.41,0.11,-0.10,0
1827,,,,,,,,,5904.00,92.11,-142.16,0,1.07,0.23,-0.12,0
1828,,,,,,,,,7010.00,117.01,-113.20,0,1.95,0.53,-0.37,0
1829,,,,,,,,,6846.00,320.29,-290.12,0,1.88,0.61,-0.38,0
1830,,,,,,,,,5644.00,138.77,-112.71,0,0.91,0.10,-0.07,0
1831,0.124000,,,0,,,,,5088.00,100.00,-100.00,0,0.72,0.04,-0.04,0
1832,0.356000,,,0,,,,,5088.00,100.00,-100.00,0,0.72,0.04,-0.04,0
1833,,,,,,,,,4677.00,82.29,-71.28,0,0.71,0.03,-0.03,0
1834,,,,,,,,,5042.00,73.64,-58.14,0,0.76,0.02,-0.03,0
1835,,,,,,,,,5706.00,131.97,-100.71,0,0.93,0.12,-0.07,0
1836,,,,,,,,,5708.00,150.00,-158.59,0,0.96,0.16,-0.09,0
1837,,,,,,,,,6179.00,148.99,-210.53,0,1.25,0.52,-0.19,0
1838,,,,,,,,,5748.00,70.33,-66.29,0,1.04,0.06,-0.04,0
1839,,,,,,,,,4601.00,88.57,-73.91,0,0.69,0.03,-0.03,0
1840,,,,,,,,,6224.00,111.75,-166.75,0,1.32,0.52,-0.20,0
1841,,,,,,,,,5857.00,88.96,-92.52,0,1.03,0.17,-0.09,0
1842,,,,,,,,,5048.00,65.08,-97.92,0,0.77,0.03,-0.04,0
1843,0.129000,,,0,,,,,5404.00,200.00,-200.00,0,0.89,0.54,-0.54,0
1844,0.237000,,,0,,,,,5404.00,200.00,-200.00,0,0.89,0.54,-0.54,0
1845,,,,,,,,,5477.00,62.89,-65.13,0,0.88,0.09,-0.05,0
1846,,,,,,,,,5477.00,62.89,-65.13,0,0.88,0.09,-0.05,0
1847,,,,,,,,,6260.00,161.61,-182.91,0,1.27,0.55,-0.21,0
1848,,,,,,,,,5559.00,129.54,-75.54,0,0.88,0.11,-0.07,0
1849,,,,,,,,,6431.00,243.97,-226.69,0,1.51,0.65,-0.30,0
1850,,,,,,,,,5442.00,130.03,-110.47,0,0.86,0.09,-0.06,0
1851,,,,,,,,,6021.00,94.56,-92.04,0,1.11,0.10,-0.08,0
1852,,,,,,,,,4434.00,69.95,-76.77,0,0.67,0.03,-0.04,0
1853,,,,,,,,,5079.00,106.90,-78.80,0,0.77,0.04,-0.04,0
1854,,,,,,,,,5837.00,68.83,-71.61,0,1.03,0.26,-0.09,0
1855,,,,,,,,,5176.00,55.53,-57.95,0,0.80,0.05,-0.04,0
1856,0.198000,,,0,,,,,5690.00,108.00,-108.00,0,1.00,0.19,-0.19,0
1857,0.303000,,,0,,,,,5690.00,108.00,-108.00,0,1.00,0.19,-0.19,0
1858,,,,,,,,,5690.00,108.00,-108.00,0,1.00,0.19,-0.19,0
1859,,,,,,,,,5690.00,108.00,-108.00,0,1.00,0.19,-0.19,0
1860,,,,,,,,,5690.00,108.00,-108.00,0,1.00,0.19,-0.19,0
1861,,,,,,,,,4540.00,69.37,-88.20,0,0.69,0.03,-0.03,0
1862,,,,,,,,,5282.00,75.06,-78.58,0,0.81,0.06,-0.04,0
1863,,,,,,,,,5564.00,63.25,-63.29,0,0.99,0.13,-0.09,0
1864,,,,,,,,,5564.00,63.25,-63.29,0,0.99,0.13,-0.09,0
1865,,,,,,,,,5564.00,63.25,-63.29,0,0.99,0.13,-0.09,0
1866,,,,,,,,,5564.00,63.25,-63.29,0,0.99,0.13,-0.09,0
1867,,,,,,,,,6561.00,148.25,-171.68,0,1.65,0.74,-0.30,0
1868,,,,,,,,,4886.00,73.93,-56.64,0,0.74,0.02,-0.02,0
1869,,,,,,,,,5201.00,136.42,-84.36,0,0.80,0.05,-0.05,0
1870,,,,,,,,,5623.00,325.49,-260.22,0,0.93,0.17,-0.09,0
1871,,,,,,,,,6078.00,94.46,-139.23,0,1.18,0.36,-0.14,0
1872,,,,,,,,,5706.00,63.43,-77.25,0,0.97,0.19,-0.07,0
1873,,,,,,,,,5324.00,103.58,-124.08,0,0.84,0.07,-0.05,0
1874,0.056000,,,0,,,,,4508.00,100.00,-100.00,0,0.62,0.03,-0.03,0
1875,0.242000,,,0,,,,,4508.00,100.00,-100.00,0,0.62,0.03,-0.03,0
1876,,,,,,,,,5991.00,161.09,-159.37,0,1.11,0.26,-0.14,0
1877,,,,,,,,,6136.00,242.35,-164.67,0,1.22,0.42,-0.18,0
1878,,,,,,,,,5202.00,85.40,-75.40,0,0.78,0.02,-0.02,0
1879,,,,,,,,,5288.00,98.79,-66.74,0,0.81,0.06,-0.05,0
1880,,,,,,,,,5297.00,102.50,-97.44,0,0.81,0.06,-0.06,0
1881,,,,,,,,,5866.00,71.46,-82.62,0,1.06,0.30,-0.10,0
1882,,,,,,,,,5608.00,69.12,-91.90,0,0.95,0.19,-0.07,0
1883,,,,,,,,,6099.00,112.00,-191.52,0,1.17,0.38,-0.15,0
1884,,,,,,,,,5101.00,59.21,-59.69,0,0.79,0.04,-0.04,0
1885,,,,,,,,,5316.00,98.57,-97.87,0,0.82,0.06,-0.05,0
1886,0.054000,,,0,,,,,5094.00,100.00,-100.00,0,0.81,0.05,-0.05,0
1887,0.117000,,,0,,,,,5094.00,100.00,-100.00,0,0.81,0.05,-0.05,0
1888,,,,,,,,,5815.00,103.32,-136.29,0,1.02,0.20,-0.10,0
1889,,,,,,,,,5957.00,196.63,-233.87,0,1.11,0.27,-0.15,0
1890,,,,,,,,,5760.00,63.34,-73.97,0,1.05,0.29,-0.11,0
1891,,,,,,,,,5765.00,100.22,-106.69,0,0.99,0.15,-0.08,0
1892,,,,,,,,,5528.00,77.11,-90.36,0,0.90,0.11,-0.05,0
1893,,,,,,,,,4940.00,81.88,-52.60,0,0.73,0.04,-0.06,0
1894,,,,,,,,,5254.00,97.81,-89.64,0,0.81,0.06,-0.05,0
1895,,,,,,,,,5655.00,149.03,-167.77,0,0.93,0.13,-0.07,0
1896,,,,,,,,,5956.00,69.05,-55.35,0,1.19,0.18,-0.13,0
1897,,,,,,,,,6319.00,179.66,-219.91,0,1.40,0.61,-0.25,0
1898,0.028000,,,0,,,,,5774.00,125.00,-125.00,0,1.04,0.20,-0.20,0
1899,0.110000,,,0,,,,,5774.00,125.00,-125.00,0,1.04,0.20,-0.20,0
1900,,,,,,,,,5774.00,125.00,-125.00,0,1.04,0.20,-0.20,0
1901,,,,,,,,,5550.00,289.64,-239.62,0,0.89,0.15,-0.08,0
1902,,,,,,,,,6297.00,339.05,-313.54,0,1.39,0.62,-0.30,0
1903,,,,,,,,,5618.00,62.91,-70.62,0,0.95,0.19,-0.07,0
1904,,,,,,,,,5808.00,84.07,-98.49,0,1.00,0.18,-0.08,0
1905,,,,,,,,,5892.00,85.09,-107.29,0,1.08,0.23,-0.10,0
1906,,,,,,,,,5667.00,140.13,-92.37,0,0.92,0.14,-0.07,0
1907,,,,,,,,,5876.00,104.99,-147.58,0,1.06,0.28,-0.11,0
1908,,,,,,,,,4862.00,84.27,-75.08,0,0.74,0.03,-0.03,0
1909,,,,,,,,,5545.00,73.20,-74.33,0,0.86,0.09,-0.07,0
1910,,,,,,,,,4584.00,61.63,-74.20,0,0.70,0.02,-0.03,0
1911,0.111000,,,0,,,,,4623.00,200.00,-200.00,0,0.62,0.08,-0.08,0
1912,0.158000,,,0,,,,,4623.00,200.00,-200.00,0,0.62,0.08,-0.08,0
1913,,,,,,,,,6228.00,75.22,-81.47,0,2.15,0.30,-0.30,0
1914,,,,,,,,,6022.00,81.89,-66.79,0,1.23,0.20,-0.14,0
1915,,,,,,,,,3208.00,24.62,-23.86,0,0.30,0.02,-0.03,0
1916,,,,,,,,,5645.00,83.87,-81.55,0,0.91,0.12,-0.07,0
1917,,,,,,,,,6069.00,86.35,-93.46,0,1.13,0.28,-0.12,0
1918,,,,,,,,,5538.00,111.30,-154.22,0,0.91,0.12,-0.06,0
1919,,,,,,,,,6681.00,268.00,-299.60,0,1.75,0.69,-0.37,0
1920,,,,,,,,,5933.00,79.13,-77.98,0,1.22,0.19,-0.15,0
1921,,,,,,,,,5817.00,69.45,-56.87,0,0.99,0.12,-0.08,0
1922,,,,,,,,,6166.00,169.76,-232.41,0,1.25,0.50,-0.18,0
1923,0.082000,,,0,,,,,4625.00,100.00,-100.00,0,0.66,0.03,-0.03,0
1924,0.218000,,,0,,,,,4625.00,100.00,-100.00,0,0.66,0.03,-0.03,0
1925,,,,,,,,,6053.00,122.92,-137.00,0,1.16,0.34,-0.14,0
1926,,,,,,,,,6082.00,168.06,-232.08,0,1.16,0.36,-0.17,0
1927,,,,,,,,,6213.00,223.89,-246.35,0,1.28,0.57,-0.23,0
1928,,,,,,,,,4995.00,243.24,-219.42,0,0.77,0.07,-0.05,0
1929,,,,,,,,,5946.00,94.80,-125.41,0,1.08,0.26,-0.11,0
1930,,,,,,,,,5203.00,61.17,-66.07,0,0.80,0.05,-0.04,0
1931,,,,,,,,,5706.00,76.54,-66.32,0,0.92,0.11,-0.07,0
1932,,,,,,,,,6377.00,131.93,-114.19,0,1.39,0.61,-0.21,0
1933,,,,,,,,,5940.00,75.00,-88.75,0,1.09,0.31,-0.10,0
1934,,,,,,,,,5767.00,97.64,-125.25,0,0.99,0.18,-0.09,0
1935,0.704800,0.001100,-0.001100,0,0.33300,0.01600,-0.01600,0,4450.00,150.00,-150.00,0,0.65,0.00,0.00,0
1936,0.050000,,,0,,,,,5857.00,200.00,-200.00,0,0.88,0.43,-0.43,0
1937,0.109000,,,0,,,,,5857.00,200.00,-200.00,0,0.88,0.43,-0.43,0
1938,,,,,,,,,5214.00,66.69,-91.43,0,0.82,0.05,-0.04,0
1939,,,,,,,,,5869.00,90.84,-118.62,0,1.07,0.31,-0.12,0
1940,,,,,,,,,6296.00,217.69,-152.70,0,1.36,0.58,-0.22,0
1941,,,,,,,,,6241.00,116.66,-168.54,0,1.31,0.48,-0.18,0
1942,,,,,,,,,4976.00,49.62,-51.36,0,0.76,0.03,-0.03,0
1943,,,,,,,,,5280.00,56.11,-59.11,0,0.82,0.06,-0.05,0
1944,,,,,,,,,5422.00,59.86,-63.50,0,0.86,0.08,-0.05,0
1945,,,,,,,,,6116.00,118.51,-199.25,0,1.21,0.43,-0.18,0
1946,,,,,,,,,4992.00,119.01,-72.99,0,0.72,0.05,-0.07,0
1947,,,,,,,,,6132.00,88.96,-146.65,0,1.27,0.51,-0.17,0
1948,0.054000,,,0,,,,,5078.00,100.00,-100.00,0,0.81,0.05,-0.05,0
1949,0.068000,,,0,,,,,5078.00,100.00,-100.00,0,0.81,0.05,-0.05,0
1950,,,,,,,,,5383.00,61.72,-82.73,0,0.87,0.09,-0.04,0
1951,,,,,,,,,5605.00,89.65,-122.47,0,0.93,0.17,-0.07,0
1952,,,,,,,,,5643.00,104.98,-130.31,0,0.94,0.16,-0.07,0
1953,,,,,,,,,6005.00,92.89,-111.57,0,1.12,0.24,-0.12,0
1954,,,,,,,,,5121.00,50.38,-46.14,0,0.76,0.05,-0.07,0
1955,,,,,,,,,5865.00,85.98,-105.58,0,1.05,0.24,-0.09,0
1956,,,,,,,,,6266.00,93.46,-92.78,0,1.34,0.62,-0.19,0
1957,,,,,,,,,6167.00,84.79,-77.96,0,1.22,0.38,-0.15,0
1958,,,,,,,,,6620.00,213.78,-143.89,0,1.65,0.68,-0.29,0
1959,,,,,,,,,5852.00,90.66,-80.99,0,1.00,0.19,-0.09,0
1960,0.069000,,,0,,,,,5816.00,200.00,-200.00,0,0.96,0.51,-0.51,0
1961,0.137000,,,0,,,,,5816.00,200.00,-200.00,0,0.96,0.51,-0.51,0
1962,,,,,,,,,6157.00,120.80,-167.55,0,1.23,0.48,-0.18,0
1963,,,,,,,,,6158.00,276.88,-219.74,0,1.24,0.46,-0.20,0
1964,,,,,,,,,6436.00,154.47,-172.76,0,1.50,0.69,-0.26,0
1965,,,,,,,,,5772.00,140.28,-187.15,0,1.00,0.23,-0.11,0
1966,,,,,,,,,3636.00,58.98,-53.35,0,0.47,0.03,-0.04,0
1967,,,,,,,,,5677.00,107.40,-162.14,0,0.94,0.13,-0.08,0
1968,,,,,,,,,6826.00,286.40,-316.80,0,1.85,0.60,-0.39,0
1969,,,,,,,,,5445.00,93.89,-121.15,0,0.84,0.09,-0.07,0
1970,,,,,,,,,3724.00,65.64,-48.58,0,0.52,0.04,-0.03,0
1971,,,,,,,,,5776.00,68.39,-74.65,0,1.01,0.19,-0.08,0
1972,0.078000,,,0,,,,,5776.00,200.00,-200.00,0,0.92,0.38,-0.38,0
1973,0.152000,,,0,,,,,5776.00,200.00,-200.00,0,0.92,0.38,-0.38,0
1974,,,,,,,,,4736.00,97.30,-64.28,0,0.63,0.05,-0.02,0
1975,,,,,,,,,5679.00,101.54,-148.91,0,0.95,0.13,-0.08,0
1976,,,,,,,,,6137.00,159.61,-176.47,0,1.19,0.40,-0.17,0
1977,,,,,,,,,6256.00,119.67,-118.36,0,1.32,0.54,-0.18,0
1978,,,,,,,,,5474.00,149.64,-144.37,0,0.89,0.10,-0.06,0
1979,,,,,,,,,5347.00,51.14,-53.97,0,0.85,0.08,-0.04,0
1980,,,,,,,,,5797.00,171.84,-166.58,0,1.02,0.23,-0.11,0
1981,,,,,,,,,5789.00,79.58,-94.94,0,1.02,0.20,-0.09,0
1982,,,,,,,,,5710.00,96.70,-111.43,0,0.95,0.17,-0.08,0
1983,,,,,,,,,6150.00,91.49,-82.94,0,1.18,0.34,-0.14,0
1984,0.058000,,,0,,,,,5888.00,113.00,-113.00,0,1.15,0.22,-0.22,0
1985,0.097000,,,0,,,,,5888.00,113.00,-113.00,0,1.15,0.22,-0.22,0
1986,0.187000,,,0,,,,,5888.00,113.00,-113.00,0,1.15,0.22,-0.22,0
1987,,,,,,,,,6324.00,102.05,-142.31,0,1.43,0.65,-0.21,0
1988,,,,,,,,,6152.00,173.97,-233.57,0,1.19,0.40,-0.19,0
1989,,,,,,,,,6152.00,173.97,-233.57,0,1.19,0.40,-0.19,0
1990,,,,,,,,,5355.00,178.89,-191.86,0,0.84,0.09,-0.06,0
1991,,,,,,,,,5355.00,178.89,-191.86,0,0.84,0.09,-0.06,0
1992,,,,,,,,,5508.00,58.66,-48.80,0,0.88,0.09,-0.05,0
1993,,,,,,,,,5499.00,66.43,-63.10,0,0.86,0.09,-0.06,0
1994,,,,,,,,,5812.00,119.73,-151.42,0,1.02,0.24,-0.10,0
1995,,,,,,,,,3299.00,36.22,-41.07,0,0.26,0.05,-0.05,0
1996,2.720500,0.007000,-0.007000,0,1.51968,0.64815,-0.64815,0,6210.00,100.00,-100.00,0,1.79,0.01,-0.01,0
1997,0.051400,0.002800,-0.002800,0,,,,,3240.00,61.00,-61.00,0,0.25,0.04,-0.04,0
1998,0.072000,,,0,,,,,5211.00,200.00,-200.00,0,0.77,0.47,-0.47,0
1999,0.110000,,,0,,,,,5211.00,200.00,-200.00,0,0.77,0.47,-0.47,0
2000,,,,,,,,,3410.00,56.00,-46.00,0,0.33,0.04,-0.03,0
2001,,,,,,,,,3713.00,57.00,-53.00,0,0.50,0.03,-0.03,0
2002,0.165400,0.004200,-0.007500,0,,,,0,3638.00,51.00,-51.00,0,0.38,0.04,-0.04,0
2003,0.470600,0.009800,-0.004100,0,,,,0,4807.00,100.00,-100.00,0,0.69,0.03,-0.02,0
2004,2.026000,0.037000,-0.035000,0,0.50000,,,1,5597.00,95.00,-93.00,0,1.18,0.03,-0.02,0
2005,0.103000,0.001000,-0.001000,0,0.01573,0.00975,-0.00881,0,6148.00,71.00,-71.00,0,1.03,0.02,-0.02,0
2006,0.072000,,,0,,,,,5413.00,200.00,-200.00,0,0.74,0.38,-0.38,0
2007,0.195000,,,0,,,,,5413.00,200.00,-200.00,0,0.74,0.38,-0.38,0
2008,,,,,,,,,5413.00,200.00,-200.00,0,0.74,0.38,-0.38,0
2009,0.048300,0.001700,-0.002500,0,,,,,4890.00,50.00,-50.00,0,0.73,0.02,-0.01,0
2010,0.068400,0.024000,-0.003500,0,,,,,4890.00,50.00,-50.00,0,0.73,0.02,-0.01,0
2011,0.140500,0.005000,-0.007100,0,,,,,4890.00,50.00,-50.00,0,0.73,0.02,-0.01,0
2012,1.890000,0.058000,-0.067000,0,,,,,4890.00,50.00,-50.00,0,0.73,0.02,-0.01,0
2013,0.056000,,,0,,,,,6282.00,200.00,-200.00,0,1.11,0.50,-0.50,0
2014,0.116000,,,0,,,,,6282.00,200.00,-200.00,0,1.11,0.50,-0.50,0
2015,0.040000,,,0,,,,,4997.00,100.00,-100.00,0,0.76,0.05,-0.05,0
2016,0.062000,,,0,,,,,4997.00,100.00,-100.00,0,0.76,0.05,-0.05,0
2017,0.075000,,,0,,,,,4997.00,100.00,-100.00,0,0.76,0.05,-0.05,0
2018,0.105000,,,0,,,,,4997.00,100.00,-100.00,0,0.76,0.05,-0.05,0
2019,0.359000,,,0,,,,,4997.00,100.00,-100.00,0,0.76,0.05,-0.05,0
2020,0.025910,0.000370,-0.000360,0,2.45000,0.11000,-0.11000,0,5781.00,85.00,-85.00,0,1.05,0.03,-0.03,0
2021,0.080000,,,0,,,,,5679.00,57.00,-57.00,0,1.03,0.06,-0.06,0
2022,0.131000,,,0,,,,,5679.00,57.00,-57.00,0,1.03,0.06,-0.06,0
2023,0.050000,,,0,,,,,5642.00,200.00,-200.00,0,0.84,0.38,-0.38,0
2024,0.098000,,,0,,,,,5642.00,200.00,-200.00,0,0.84,0.38,-0.38,0
2025,0.223000,,,0,,,,,5642.00,200.00,-200.00,0,0.84,0.38,-0.38,0
2026,0.040000,,,0,,,,,5526.00,100.00,-100.00,0,1.08,0.19,-0.19,0
2027,0.068000,,,0,,,,,5526.00,100.00,-100.00,0,1.08,0.19,-0.19,0
2028,0.118000,,,0,,,,,5526.00,100.00,-100.00,0,1.08,0.19,-0.19,0
2029,0.211000,,,0,,,,,5526.00,100.00,-100.00,0,1.08,0.19,-0.19,0
2030,0.048000,,,0,,,,,6031.00,200.00,-200.00,0,0.95,0.47,-0.47,0
2031,0.074000,,,0,,,,,6031.00,200.00,-200.00,0,0.95,0.47,-0.47,0
2032,0.100000,,,0,,,,,4880.00,126.00,-126.00,0,0.62,0.03,-0.03,0
2033,0.214000,,,0,,,,,4880.00,126.00,-126.00,0,0.62,0.03,-0.03,0
2034,0.677000,,,0,,,,,4880.00,126.00,-126.00,0,0.62,0.03,-0.03,0
2035,0.105000,,,0,,,,,6064.00,200.00,-200.00,0,1.01,0.50,-0.50,0
2036,0.213000,,,0,,,,,6064.00,200.00,-200.00,0,1.01,0.50,-0.50,0
2037,0.058000,,,0,,,,,5232.00,200.00,-200.00,0,0.89,0.46,-0.46,0
2038,0.102000,,,0,,,,,5232.00,200.00,-200.00,0,0.89,0.46,-0.46,0
2039,0.163000,,,0,,,,,5232.00,200.00,-200.00,0,0.89,0.46,-0.46,0
2040,,,,,,,,,5232.00,200.00,-200.00,0,0.89,0.46,-0.46,0
2041,,,,,0.00600,0.00200,-0.00100,0,5942.00,,,0,1.05,,,0
2042,,,,,0.02400,0.01100,-0.01000,0,5942.00,,,0,1.05,,,0
2043,0.085000,,,0,,,,,5676.00,200.00,-200.00,0,1.07,0.45,-0.45,0
2044,0.142000,,,0,,,,,5676.00,200.00,-200.00,0,1.07,0.45,-0.45,0
2045,0.397000,,,0,,,,,5676.00,200.00,-200.00,0,1.07,0.45,-0.45,0
2046,0.036000,,,0,,,,,5302.00,200.00,-200.00,0,0.76,0.31,-0.31,0
2047,0.064000,,,0,,,,,5302.00,200.00,-200.00,0,0.76,0.31,-0.31,0
2048,0.044700,0.000600,-0.000600,0,0.02200,0.01100,-0.01100,0,5345.00,100.00,-100.00,0,1.11,0.05,-0.05,0
2049,0.075200,0.001100,-0.001100,0,0.05400,0.00600,-0.00600,0,5345.00,100.00,-100.00,0,1.11,0.05,-0.05,0
2050,0.117200,0.001700,-0.001700,0,0.05200,0.00400,-0.00400,0,5345.00,100.00,-100.00,0,1.11,0.05,-0.05,0
2051,0.109000,,,0,,,,,5731.00,200.00,-200.00,0,1.06,0.47,-0.47,0
2052,0.229000,,,0,,,,,5731.00,200.00,-200.00,0,1.06,0.47,-0.47,0
2053,0.040000,,,0,,,,,5333.00,200.00,-200.00,0,0.75,0.37,-0.37,0
2054,0.049000,,,0,,,,,5333.00,200.00,-200.00,0,0.75,0.37,-0.37,0
2055,0.096000,,,0,,,,,6250.00,200.00,-200.00,0,1.15,0.51,-0.51,0
2056,0.157000,,,0,,,,,6250.00,200.00,-200.00,0,1.15,0.51,-0.51,0
2057,0.064000,,,0,,,,,5888.00,200.00,-200.00,0,0.96,0.41,-0.41,0
2058,0.103000,,,0,,,,,5888.00,200.00,-200.00,0,0.96,0.41,-0.41,0
2059,0.092000,,,0,,,,,5788.00,200.00,-200.00,0,0.87,0.49,-0.49,0
2060,0.141000,,,0,,,,,5788.00,200.00,-200.00,0,0.87,0.49,-0.49,0
2061,0.179000,,,0,,,,,5788.00,200.00,-200.00,0,0.87,0.49,-0.49,0
2062,0.026000,,,0,,,,,5208.00,200.00,-200.00,0,0.81,0.46,-0.46,0
2063,0.139000,,,0,,,,,5208.00,200.00,-200.00,0,0.81,0.46,-0.46,0
2064,0.034300,0.004600,-0.004600,0,,,,,3755.00,90.00,-90.00,0,0.52,0.02,-0.02,0
2065,0.045100,0.007000,-0.007000,0,,,,,3755.00,90.00,-90.00,0,0.52,0.02,-0.02,0
2066,0.078100,0.010000,-0.010000,0,,,,,3755.00,90.00,-90.00,0,0.52,0.02,-0.02,0
2067,0.110000,0.015000,-0.015000,0,,,,,3755.00,90.00,-90.00,0,0.52,0.02,-0.02,0
2068,0.432000,0.171000,-0.053000,0,,,,,3755.00,90.00,-90.00,0,0.52,0.02,-0.02,0
2069,0.059000,,,0,,,,,6105.00,129.00,-129.00,0,1.29,0.25,-0.25,0
2070,0.099000,,,0,,,,,6105.00,129.00,-129.00,0,1.29,0.25,-0.25,0
2071,0.032000,,,0,,,,,6021.00,200.00,-200.00,0,1.14,0.51,-0.51,0
2072,0.066000,,,0,,,,,6021.00,200.00,-200.00,0,1.14,0.51,-0.51,0
2073,0.088000,,,0,,,,,5235.00,200.00,-200.00,0,0.75,0.38,-0.38,0
2074,0.137000,,,0,,,,,5235.00,200.00,-200.00,0,0.75,0.38,-0.38,0
2075,,,,,0.02643,0.00503,-0.00472,0,5544.00,20.00,-20.00,0,0.86,0.02,-0.02,0
2076,,,,,0.04122,0.00850,-0.00850,0,5544.00,20.00,-20.00,0,0.86,0.02,-0.02,0
2077,,,,,0.07079,0.00378,-0.01762,0,5544.00,20.00,-20.00,0,0.86,0.02,-0.02,0
